,PCA1,PCA2,PCA3,0
85,-3.0322480283057867,4.572391991136185,2.1143959857074255,Aymeric Laporte
86,-6.565803815357969,-4.31280273246248,2.178930293113856,Yannick Carrasco
87,-4.658622249362895,2.926675493655687,1.8329787302113045,Carvajal
88,-6.311339883772802,-4.5475873647959535,2.1085848044710453,Riyad Mahrez
89,-2.797811322395773,4.806153583648453,2.0452163256671048,Raphaël Varane
90,-4.6937932253642485,-3.830829426249746,2.3365844910483977,Mauro Icardi
91,-6.395910207516527,-5.2457173125634435,1.096854858512744,Lorenzo Insigne
92,-6.794696740856119,-2.1833193703765903,2.6026109377892594,Isco
93,-6.968033609817456,-0.44100920154142503,3.9460493313899363,Koke
94,-0.34438719666610534,6.708429267877406,0.9619929848741151,Kostas Manolas
95,10.285997461292277,-1.509051267919406,6.656047942807851,Danijel Subašić
96,-3.385051542145978,4.394803466959743,2.8099974779213945,Nicolás Otamendi
97,-3.6410706327639555,4.3649554327344555,2.492830835064321,Shkodran Mustafi
98,-6.172279658957698,2.9705006042290907,4.734501722922888,Nemanja Matić
99,-7.028755821599279,1.6409826193184625,2.8395771684426485,Alex Sandro
100,0.31982388503823433,7.092052594828313,1.4529865188647124,Kamil Glik
101,-7.470551772069616,-3.7048885897465835,2.2213412953396636,Douglas Costa
102,-7.115374421743325,1.5025058525111932,4.661268488617166,Kevin Strootman
103,-6.4173932501045945,-3.1338924018270475,2.10010631108981,Nicolás Gaitán
104,-5.832508027832765,2.4480157348947467,4.5771948370717785,Bruno
105,-7.585467275546704,-2.7339624071491397,3.303754669997205,Ivan Perišić
106,-5.822545723461834,2.745763300085641,3.2494599804946342,David Luiz
107,-6.754119269418603,2.178458411618308,5.371589477575712,Sami Khedira
108,-2.9309834424839982,4.278864108795783,2.6654102541590152,Benedikt Höwedes
109,11.067638731827785,-0.9932970572626707,6.025017218667103,Ralf Fährmann
110,9.96046744927848,-2.0989189793220797,5.462360982154101,Sergio Asenjo
111,-6.87486168648579,-1.2253442581113592,2.987230276424606,Éver Banega
112,-1.8183436625476475,5.183792289331555,1.9814653740479804,Medhi Benatia
113,10.723942533416759,-1.525124674384668,6.332983826696869,Steve Mandanda
114,-7.5387222531708895,0.5997693038558891,2.8374310061337535,Dani Alves
115,-7.668698925652465,-0.7717902157795312,4.309114211760181,Arda Turan
116,-4.94459966281,4.12376916669242,3.517229646678167,Javier Mascherano
117,-5.410971494292557,-1.2715289422199691,4.372620472005561,Aduriz
118,-7.080983299744533,0.6386065466286062,5.063813045117614,Yaya Touré
119,-2.652851529989023,4.978422634568727,1.3737362823458799,Eric Bailly
120,-1.3823681009317965,5.808395060417687,1.4631246898304169,José María Giménez
121,-6.3421779861524215,2.630041345325759,3.465534245032901,N'Golo Kanté
122,10.607007087720378,-2.0179088579138376,4.990541152529762,Gerónimo Rulli
123,-6.860008279368688,0.2771824304234289,3.327287620711334,João Mário
124,-6.082701614709635,0.736049855838313,3.4902557444262396,André Gomes
125,-2.8273615084507786,4.46843346757924,1.476499667093586,Marquinhos
126,-5.337748915413291,-3.80819930827011,2.635976566975392,Carlos Bacca
127,-4.803934695707815,3.3544984847018586,3.580768778904,William Carvalho
128,-6.113816352093316,-3.2078502838266636,2.2351621034665987,Karim Bellarabi
129,-5.440376204288285,-3.0851664588893564,1.1131020267879017,Raheem Sterling
130,-6.604448066507301,-4.161073159117007,2.9531328696673946,Julian Draxler
131,-7.370142576136209,-2.3209479210717285,3.4733971068993252,Roberto Firmino
132,-5.021897006974523,3.764866742739554,2.7238909605339923,Marcos Rojo
133,-0.146367001800136,6.0926034803279805,1.3721901098345262,Kalidou Koulibaly
134,-4.749723722600892,3.784794867407852,3.366155738256757,Danilo Pereira
135,10.879819855300864,-1.9006148211297864,5.227351192931631,Timo Horn
136,-5.0921057316794,3.5631721932242213,3.8804008775156498,Casemiro
137,-5.957289409378434,-3.2171631007678916,3.535341285554775,Vitolo
138,9.876772444623043,-1.8809159874069625,5.437878686119066,Anthony Lopes
139,10.409557025796278,-2.164456689747927,5.069698124828854,Mattia Perin
140,-3.0393349919185506,4.275891509470093,2.3452407920601797,Joel Matip
141,-7.571001235818083,-2.0695011911025176,1.9510987498823205,Juan Cuadrado
142,-6.22878199087798,-3.8385538864211948,3.113945342348281,Iago Aspas
143,10.453404706048879,-1.3882219494530417,6.398976743345869,Marc-André ter Stegen
144,-6.074079924249066,-3.0870471577958907,3.0373037659865876,Mario Götze
145,-7.567923519929677,0.10629728269044539,4.131942904132211,Ander Herrera
146,-6.984489709616496,-1.7571628368055525,3.402619138102365,Javier Pastore
147,-2.343506190950133,4.819713467468129,2.6806702098688113,Chris Smalling
148,-6.442494905686751,-3.682579825854262,2.373739699108908,Pedro
149,-7.3786172455972485,-0.5991344708223849,3.500575126533361,Giacomo Bonaventura
150,10.611327202069711,-1.360925919908844,5.52833459995298,Roman Bürki
151,-6.016604301713008,-3.0277087941453815,2.4261037950777893,Oscar
152,-4.56393537413084,3.222052461197251,4.643129999598753,Steven N'Zonzi
153,-7.041414132298702,0.0869269736073495,3.5460894432101076,Aaron Ramsey
154,-3.225155524202077,4.22209675688638,2.2781085134329797,Mateo Musacchio
155,-2.8453302413135995,4.105245831748782,2.408425611001588,Ömer Toprak
156,-6.066053260899124,-3.2421215121686116,2.1323420371027075,José Callejón
157,-7.267104318402482,1.0110962303899647,3.4430806312895212,Adrien Silva
158,-5.465504147572178,2.9255822861999308,2.4658862605841882,Azpilicueta
159,-7.428191416647283,-4.88595951775504,2.634619920945003,Sebastian Giovinco
160,-4.942822633958191,-2.2857334076007136,3.100026604610989,Anthony Modeste
161,-5.345234314334901,0.10272576711738202,3.924292797861091,Mario Mandžukić
162,-7.3652276359219755,-0.4765206905081698,3.3766292974274585,Adam Lallana
163,-4.754750547210342,-1.5149505808812929,4.031925903451301,Olivier Giroud
164,9.7908607063331,-1.7495163506353806,5.960856207138709,Rui Patrício
165,9.943430628606778,-1.852998824896722,5.898189343767127,Yann Sommer
166,-6.871801852507209,-3.689282514849825,3.7243513082465483,Jonas
167,-6.454375864658629,-2.9483100811075404,2.915788521384887,Kévin Gameiro
168,9.06587143649205,-1.9539917052487081,6.5448281677777445,Claudio Bravo
169,-5.572164442040366,2.44722193407292,3.263728187513951,Łukasz Piszczek
170,-5.304454476167217,3.3232173968786576,3.40638645279258,Jan Vertonghen
171,10.52961986826833,-1.6572114123784008,5.478717651941539,Asmir Begović
172,-4.287023621374516,3.1230063553113947,3.8705200265938666,Naldo
173,-5.514970255036221,-4.200158709972391,2.479912981352486,Daniel Sturridge
174,-0.9354801029529171,5.5191072783661275,2.679286306409445,José Fonte
175,-3.4904442174149257,3.9187835248630702,3.653483157522412,Ezequiel Garay
176,-7.31587432006715,-3.8509279590352454,2.2926166685613665,Samir Nasri
177,-2.4728572808946754,4.233108558805808,2.673940016780218,Gary Cahill
178,-2.2506098375422035,5.397198945004378,3.00100851875004,Ashley Williams
179,-7.399103599448456,1.008163009167725,3.272840356889567,Leighton Baines
180,10.414689180769011,-2.373169427222427,5.306702933155364,Kasper Schmeichel
181,-7.025669259823785,-1.1215655170766825,3.566786673962264,Borja Valero
182,-7.180475405248453,-3.723918197833142,3.150498081469869,Hatem Ben Arfa
183,9.324762002863563,-2.375201626360299,6.003976983745047,Joe Hart
184,-5.517114497795618,1.8359307011381176,2.5879157554138708,Juanfran
185,-6.597595059107275,-4.111653075236342,3.052461901124806,Wesley Sneijder
186,-7.285522749520507,-5.209117156521058,3.730937663767096,Nani
187,-6.550121582466436,2.4442830736076853,3.0244993511067446,Stephan Lichtsteiner
188,-7.610529672399291,-0.8599795675950325,4.769869513268576,Wayne Rooney
189,-5.94524883124629,3.195101465298545,4.316513717415342,Daniele De Rossi
190,10.318090223646836,-1.616730873129092,6.248874196193885,José Reina
191,-6.852378738928588,-5.358595748227344,2.882807983267004,Quaresma
192,-6.026910386491986,-3.1684711468396065,2.6785549320652664,Marco Asensio
193,-5.926522079534231,-2.7814413666908986,2.0162170948103015,Bernardo Silva
194,-5.4286079557986415,-0.7129424270248188,3.8895725969884847,Islam Slimani
195,-0.5051644891899434,5.177816986453458,1.6370044048981955,Jonathan Tah
196,-6.660840810642202,-3.308719905965271,1.8696867073727483,Anthony Martial
197,-6.1486526129491965,-0.47589725913440406,2.5361321464467146,Dele Alli
198,10.442877515048796,-2.3855628977937076,4.804602136077846,Ederson
199,-5.771202575082993,-2.6611199867771016,1.1035388759807223,Mohamed Salah
200,-6.363140045360315,-3.3236450017087664,1.5207185469226046,Sadio Mané
201,-6.362489745594842,-2.6966762749782576,2.757715229821753,Lucas Vázquez
202,-5.964046764302438,-1.0009745158955499,5.576749378090333,Franco Vázquez
203,-6.6147218712672915,-0.2969479313173338,2.620923725032542,Manu Trigueros
204,-4.9695103597975905,3.0549385088048795,2.7080177658774014,Samuel Umtiti
205,-0.727851364754929,5.719998606153816,2.0533391692042953,Stefan Savić
206,-5.0884560897421,2.405607223936283,3.1132687159365044,Roque Mesa
207,10.879744303021424,-2.1771715889638603,4.683029702882176,Loris Karius
208,-7.896274845905768,0.2940603456203784,2.6507044560313946,Alessandro Florenzi
209,-4.230358044853964,3.6120488822579477,2.860891337810251,Virgil van Dijk
210,10.156410750537365,-2.001099219419073,4.76436916548978,Jack Butland
211,-5.40301162457729,-3.3888292985590223,2.6716800346882548,Morata
212,-6.290468480641812,-2.9163744449541835,1.3815484024722902,Lucas
213,-6.184891075957644,-3.9613198186299132,1.8224856152040465,Yevhen Konoplyanka
214,-2.237812629348417,4.5227644572726815,3.1235376821995886,Francesco Acerbi
215,-6.467314337669833,-3.5876988533593694,2.95243900759912,Nolito
216,-5.241898600122036,1.707902613514658,3.8398937805526288,Granit Xhaka
217,-2.2746676349824457,5.005618521148053,2.091452946407899,Stefan de Vrij
218,-6.6605838362546805,-2.206178153774738,3.0909375981031317,Jonathan Viera
219,-7.447271658402042,-1.6783541631561363,3.2331968966154556,Pizzi
220,-6.107633883986168,2.314647287602274,2.6236303206407667,Serge Aurier
221,-4.624828146914996,3.9209660893032545,3.655947266625034,Grzegorz Krychowiak
222,-6.599721159407044,-1.0985960330606028,3.188488118924903,Kevin Kampl
223,-1.710948722926839,5.126177111810151,2.8026175794609074,Dejan Lovren
224,-4.985599771820163,3.911465739989134,2.8791393265886014,Gary Medel
225,-5.099802903506722,3.480225428175236,3.057627412074873,Idrissa Gueye
226,-2.18005687534145,4.859674965290539,2.1646957205213853,Víctor Ruíz
227,-6.772453873346562,1.4000185940842673,3.207130590529853,Ricardo Rodríguez
228,-7.083275549639724,-2.4633383557614477,2.535587213876777,Xherdan Shaqiri
229,-5.4405174921363715,-2.4362257011730604,2.689708853057151,Ciro Immobile
230,-5.443635092941365,1.8074140161762267,1.5435889212393183,Nathaniel Clyne
231,-4.956505616908714,2.8177773181714127,4.342631258561197,Iborra
232,-6.326067018527807,-0.04787523290970191,3.0387994422197147,Jack Wilshere
233,-5.359180288988263,-4.034989910891993,2.1329758187394874,Shinji Kagawa
234,11.16687935373,-1.6008589669371585,5.43976088895316,Kevin Trapp
235,-6.3553374785544765,-2.921279432849191,2.272688222242049,Taison
236,-5.962022609057267,2.0257397810116973,2.290876808068377,Kyle Walker
237,-6.734433933114612,-2.701949607345517,1.9142819452619264,Marlos
238,-4.444488855179608,3.9307124140373984,3.6112811430480853,Luiz Gustavo
239,-6.536588455194197,-2.635965744042923,2.760516180705193,Giuliano
240,-6.585498720151104,-1.9670967123230902,3.573263936982129,Gylfi Sigurðsson
241,-5.909887540584911,-4.121417899155479,1.8973063707751596,Yacine Brahimi
242,-6.263589838205483,-1.9376410070254373,3.1595870173349723,Marko Arnautović
243,-7.014332825691388,1.6025493997825337,3.9633464108297036,Jordan Henderson
244,11.098364890077335,-1.6010938196246682,5.179573681237396,Orestis Karnezis
245,-1.3026316134182572,5.764336033406372,1.9240461015329897,Mamadou Sakho
246,-2.1224871244871815,5.425933669444912,2.357392514980706,Adil Rami
247,9.252152029718811,-1.558213965054437,5.595930617848041,Fernando Néstor Muslera
248,-3.627444890472896,4.010459503604686,3.185970571835903,Vedran Ćorluka
249,-3.7567731911252067,-2.417053176873282,3.5084871641015707,Edin Džeko
250,-5.798238950474573,2.0962913004150363,2.5504668623038724,Séamus Coleman
251,-5.394662822505879,-3.850366741485857,2.3506799831885385,Javier Hernández
252,-5.71236953276991,0.3766983058249831,3.5295097258807657,Beñat
253,-5.321382173962864,3.0025289688947465,3.834504641458783,Lars Bender
254,-6.937947009443862,0.9944898525874342,3.6524778677564043,Axel Witsel
255,-5.529365474117259,3.0871230927345947,3.68994943394932,Morgan Schneiderlin
256,-6.807610904383519,-2.7739647082203573,2.525586997419422,Kevin Mirallas
257,-5.9744810348152715,-4.606175167392832,1.9318364439602096,Carlos Vela
258,11.290982022686167,-1.754392627662413,6.196612596689803,Emiliano Viviano
259,-6.580732744357059,1.7831960038160874,2.714286791027363,Antonio Valencia
260,-6.576577457424141,0.09781577209736346,3.5405435020205167,Gonzalo Castro
261,-6.062867886387752,-2.896699901664787,3.372977829549737,Falcao
262,9.068236274630229,-1.9057519503425042,6.122605707529046,Diego Alves
263,11.141519684972502,-2.0687958196265708,5.337078771320138,Andrea Consigli
264,-7.2733192387160095,-0.3199906737494906,4.028546529205869,João Moutinho
265,-6.288211017663791,0.9598308590266039,3.8048973482211803,Moussa Dembélé
266,-6.309310559913221,-0.9359882508565207,3.8810793292400847,Michael Krohn-Dehli
267,-4.518916942045434,3.6000064048229476,2.831432054110696,Loïc Perrin
268,-6.531593131139632,1.7399988370759667,4.134770197729935,Lucas Biglia
269,11.280768450632385,-1.8044778008321152,5.247110773897812,Benoît Costil
270,-1.8002887863196058,5.573747503958704,2.190237454990689,Raúl Albiol
271,-4.420992379167666,-2.56287096881104,3.295701566252238,Mario Gómez
272,-6.4549016019746634,1.73862645148464,4.4135991016447065,Gabi
273,10.669421020547237,-1.4740368560418156,6.19595849645056,Diego López
274,-6.964913425182707,-3.197374550444319,3.8164103215014364,Raffael
275,-6.634260052870867,-4.239072390643949,1.882777579593444,Alejandro Gómez
276,-3.0301051759131377,4.9244946899940985,2.8281819961229973,Gonzalo Rodríguez
277,9.23720652816902,-2.4520770704605668,5.982517331497131,Vincent Enyeama
278,-6.201997366418255,-3.784092230467625,3.5122064609192725,Kaká
279,-6.712508697063451,1.806061476240158,3.849992741500048,Fernandinho
280,-6.665038833142985,-4.04565265699728,3.509657377007409,David Villa
281,10.501657735747337,-1.4401543994617063,6.230151548002971,Victor Valdés
282,-0.08672251030055624,6.125530011311378,3.42729299004812,Per Mertesacker
283,-5.802285760721832,3.2492966269376256,2.50760412877534,Patrice Evra
284,-5.913824866871621,1.2209657212261869,5.733676970804972,Xabi Alonso
285,-5.095359002982676,2.7411528592385483,4.917795052239862,Michael Carrick
286,-5.280778686012836,-1.2731989016742185,5.5150658200339935,Andrea Pirlo
287,9.570323904435435,-1.8708519082021773,5.8459877384530445,Casillas
288,-6.139659221387384,-4.993083948020871,0.9665012931747626,Ousmane Dembélé
289,-6.793091221025986,1.334101725223136,3.291294362751802,Corentin Tolisso
290,-6.766896996482088,-0.07093953295637492,2.9855694365114536,Marcelo Brozović
291,-6.024953816888623,-3.6955556715344366,1.960276360371283,Federico Bernardeschi
292,0.5167795020053885,5.4565439449073585,1.3819349977742816,Niklas Süle
293,-6.625652935880471,-3.5412233608929173,1.2038092327511747,Domenico Berardi
294,-7.027137952707781,0.8217442182286232,3.2249824046977906,Morgan Sanson
295,-4.964531106539823,-3.0306698767799487,1.3935893500561822,Samu Castillejo
296,-5.893051575437354,1.0425612625783478,2.7125463909886447,Adrien Rabiot
297,-6.831075964374463,1.058775624802786,3.444767286185172,Leon Goretzka
298,-6.480055198826426,-4.392603974824311,1.9755798453733084,Quincy Promes
299,-5.244710553665495,-2.78517759692127,2.5901043713067864,Andrea Belotti
300,-5.3168671777918926,2.015350083631613,2.6369224613455877,Jonas Hector
301,-6.592081097035877,-0.9677159325750768,1.3940353045587055,Mateo Kovačić
302,10.930498807187117,-2.253660589576242,4.30346355977799,Sergio Rico
303,-6.404628464355016,-2.5735288731022474,2.2256102337904875,Oleg Shatov
304,-6.161922281348602,0.20082387206457492,2.3304028563686865,Jorginho
305,-5.927865022338624,-3.260124754577299,2.050684523420171,Florian Thauvin
306,-4.609796177531592,-3.9132036523576095,1.9373828181881867,Michy Batshuayi
307,-2.8934397243980596,4.163560068863223,1.840998263505543,Iñigo Martínez
308,-5.366899314930166,-5.028492643219846,1.048002698710019,Suso
309,-5.540243942484401,-5.059480369412954,1.5066198332413332,Deulofeu
310,-6.033874760467994,-4.125134852402754,1.0685231696181943,Felipe Anderson
311,9.704990726432984,-1.7565691430089112,5.717655795560717,Jasper Cillessen
312,-7.069591032882663,-3.793569035942543,2.6840850303695243,Wissam Ben Yedder
313,-6.411557680431152,-3.56486313647976,2.8394471111878246,Lucas Pérez
314,-5.852534610860514,-0.9786131781066434,2.8662896835463876,Ross Barkley
315,-5.589971759880501,-2.8397267909525707,2.416776015494634,Cédric Bakambu
316,-4.1930841604386275,3.096287482869111,2.1728326585093694,Bartra
317,-6.687553557511666,-3.0156722475106243,2.9193883403204035,André Schürrle
318,-7.393544157535983,-0.40540807596568945,2.649517011886125,Roberto Pereyra
319,-5.336620196742069,2.0308554939271795,1.9555841085040846,Mario Gaspar
320,-5.9411125523608055,-4.328356317563702,3.712721505320724,Fabián Orellana
321,11.676904274050504,-1.776409656547988,5.201996551725077,Lukáš Hrádecký
322,-5.43793059748348,3.07122571780913,3.7195927166216363,Daley Blind
323,-6.107351080665316,1.2464885629783544,2.230542340748818,De Marcos
324,-5.2598178095155115,-2.327556997031067,3.1003114156440357,Wilfried Bony
325,-4.5338663818944,2.171577433142584,3.0479848607187257,Iturraspe
326,-6.16612886093119,-0.448652111707542,3.4591420916929754,Parejo
327,-4.018183577000882,-2.4566956825919077,2.296829125223284,Salomón Rondón
328,-3.2750661680294555,3.919856923358514,3.004650687406966,Daniel Carriço
329,-3.111550816664078,-1.349560739772087,3.142824559434795,Bas Dost
330,-5.649808361798028,2.5054862731465,3.2390799589212538,James McCarthy
331,-4.658776903062311,3.5221931286067614,3.85514373191258,Camacho
332,-6.181447133892533,1.2903951386955161,3.456797943431682,Paulinho
333,-6.543772389018589,0.21850038745331088,3.3617139363930906,Alan Dzagoev
334,-4.915475993059212,2.032488062797377,1.6886232659017009,Igor Smolnikov
335,-7.009440053277628,-0.9894649540512467,3.721786408271597,Lars Stindl
336,-5.585760861458839,-3.5665042968826546,1.9630680609549573,Mario Balotelli
337,10.685449674799719,-1.9181176507015094,5.099754194817606,Wojciech Szczęsny
338,-5.069967320429792,-2.284555377964045,3.3674426601134346,Nikola Kalinić
339,-3.674862038040011,2.7538797285443097,2.9589690772627835,Mikel San José
340,-4.710274718825221,-2.4336264684148716,2.521925647574787,Christian Benteke
341,-6.857862362812073,1.4617878508447288,4.06180788072569,Marco Parolo
342,-3.468090190967499,4.241377814865782,3.173345465712864,Ljubomir Fejsa
343,-4.650392837626446,3.891026390978912,1.7182287775076706,Martín Cáceres
344,-7.014063376749499,-0.2860273633116779,3.3190016977236443,Georginio Wijnaldum
345,0.08521058718513266,5.687646410453994,2.811529069680556,Federico Fazio
346,-2.5149871230568226,4.930629728930696,2.2314495512519743,Simon Kjær
347,-5.047978958152715,-2.8493681702153713,2.5037742637161347,Loïc Rémy
348,-7.057722017660753,0.7126636109454001,3.1562357770556093,Miguel Layún
349,10.401585722215419,-1.1172408763715174,5.277666051671351,Adán
350,-6.256166979423768,1.384373929142351,2.5135019547022526,Benoît Trémoulinas
351,-3.448062266635823,4.365369958612748,2.9818099812346714,Sven Bender
352,-5.820170762837075,-4.304462420449238,1.6286834040152802,Mathieu Valbuena
353,-5.497650627265092,-5.454346773176218,1.8483883037638458,Bojan
354,-5.619903602851773,0.6278313026721231,3.1209236430166065,Augusto Fernández
355,-7.351010141392201,-2.270678033553077,2.849695113517405,Antonio Candreva
356,-1.3400640033345004,6.064260712629253,1.4442055620624041,Davide Astori
357,-6.077244716335521,0.14537177988019404,4.325412167147035,Raúl García
358,-6.508461619346361,-5.05881424490771,1.9963811084035799,Giovani dos Santos
359,-6.616023612430073,-2.1045663099581207,2.4209756839180003,Erik Lamela
360,-0.8055218881356534,5.549919284682162,2.0281849159506877,Ryan Shawcross
361,-5.768741258310301,2.2366668954422395,2.4481731801074815,Danny Rose
362,-6.047453400073183,-0.636808157892821,3.539716134878372,Renato Augusto
363,-0.9274964110221386,5.828979785935707,1.8349674685934336,Martin Škrtel
364,-5.873707802842008,-2.99514303464618,1.9445484458221571,Theo Walcott
365,-5.385336809560527,2.658694010266471,2.767800217536856,Bacary Sagna
366,-2.955330196559563,3.8604021439537375,3.1103850125973542,Dante
367,-6.049142021334647,-3.7414007782619736,2.767262977955873,Salomon Kalou
368,-5.317119890322535,-1.9753704367479297,3.5104550656797393,André-Pierre Gignac
369,-6.051682213359261,-3.031333497914694,3.325557680010194,Lukas Podolski
370,-4.64332727422065,-1.6644603140887222,3.1595229708381547,Negredo
371,-5.340300307109303,2.994845586302825,3.420217679963603,Pablo Zabaleta
372,-7.483405638474728,1.3142467224950762,3.982331153743158,Darijo Srna
373,11.247036328605171,-1.0970745472605055,6.158035711989231,Cédric Carrasso
374,-5.173255763407453,-4.5718164766690945,3.0429483129076953,Rubén Castro
