,PCA1,PCA2,PCA3,0,Cluster
220,-6.107633886160348,2.3146425499870413,2.6234739555532296,Serge Aurier,0
221,-4.62482814591121,3.920980883755168,3.655889528733025,Grzegorz Krychowiak,0
222,-6.5997211636288755,-1.0985999490172877,3.187930827979706,Kevin Kampl,0
223,-1.710948725468489,5.126167416973433,2.8022937892552062,Dejan Lovren,3
224,-4.985599772443549,3.9114689679489474,2.8798611490357953,Gary Medel,0
225,-5.099802904958064,3.480231085828971,3.0581987079156314,Idrissa Gueye,0
226,-2.1800568743056137,4.85967181288574,2.1647209088150214,Víctor Ruíz,3
227,-6.772453872023395,1.4000187755820783,3.2082390071316764,Ricardo Rodríguez,0
228,-7.083275548301408,-2.463332422151698,2.5367107753218687,Xherdan Shaqiri,4
229,-5.4405174931908915,-2.4362269196350286,2.6897239032143885,Ciro Immobile,4
230,-5.4436350893958165,1.807414223919417,1.5438153771138252,Nathaniel Clyne,0
231,-4.956505617603007,2.817774854170452,4.342533830833651,Iborra,0
232,-6.3260670194730695,-0.047873140974383416,3.038518402499121,Jack Wilshere,0
233,-5.359180290262043,-4.034969364082266,2.1338858574073765,Shinji Kagawa,4
234,11.16687935442434,-1.6008579361001056,5.440087296860222,Kevin Trapp,1
235,-6.355337476105673,-2.9212874783400413,2.273697552056764,Taison,4
236,-5.962022606109917,2.025741249773544,2.290971423309983,Kyle Walker,0
237,-6.734433934131389,-2.7019502348800035,1.9148662972995925,Marlos,4
238,-4.444488856378958,3.9307160635960336,3.611674198404282,Luiz Gustavo,0
239,-6.53658845389187,-2.6359731738587984,2.7609208133049647,Giuliano,4
240,-6.5854987222581505,-1.9670792394993493,3.57389638575174,Gylfi Sigurðsson,4
241,-5.909887546411406,-4.121431602099707,1.8988464027898726,Yacine Brahimi,4
242,-6.263589832043292,-1.937649705714471,3.158471796741493,Marko Arnautović,4
243,-7.0143328316172875,1.6025437707502213,3.9629485000215032,Jordan Henderson,0
244,11.098364890613288,-1.6010933168947818,5.179743634066601,Orestis Karnezis,1
245,-1.3026316123842032,5.7643376622819735,1.924439956706358,Mamadou Sakho,3
246,-2.1224871227304773,5.425933599926251,2.3576929807140936,Adil Rami,3
247,9.252152029620017,-1.558210471528432,5.596344222604955,Fernando Néstor Muslera,1
248,-3.6274448883789883,4.010454292881179,3.186130013845436,Vedran Ćorluka,0
249,-3.7567731915749514,-2.4170543023373163,3.5082536393249133,Edin Džeko,4
250,-5.7982389525194735,2.0962843601138768,2.550199998121912,Séamus Coleman,0
251,-5.394662822957831,-3.850365336608264,2.351071635425765,Javier Hernández,4
252,-5.712369531389939,0.37670420334800275,3.528956827097179,Beñat,0
253,-5.32138217985544,3.0025226443160933,3.834095939700751,Lars Bender,0
254,-6.937947009334068,0.9944906977453487,3.652183754956039,Axel Witsel,0
255,-5.529365475453027,3.0871270245755835,3.690339854500472,Morgan Schneiderlin,0
256,-6.8076108977893375,-2.7739734697573866,2.5247396648681337,Kevin Mirallas,4
257,-5.974481035906586,-4.606217640959633,1.9333625125320948,Carlos Vela,4
258,11.290982023002622,-1.7543929873355744,6.1967191086788205,Emiliano Viviano,1
259,-6.5807327424689905,1.783193752043138,2.7145276718558935,Antonio Valencia,0
260,-6.576577462362934,0.09781424364596167,3.540544805843742,Gonzalo Castro,0
261,-6.062867886324712,-2.896699385876979,3.373083993352245,Falcao,4
262,9.068236274574751,-1.9057493346927907,6.12289983948698,Diego Alves,1
263,11.141519685672328,-2.0687940526811848,5.337391725390885,Andrea Consigli,1
264,-7.273319237469069,-0.31999810892122676,4.028775469747172,João Moutinho,0
265,-6.288211018289568,0.9598325810235661,3.8046242478562533,Moussa Dembélé,0
266,-6.309310556494307,-0.935997459160481,3.8819579685745818,Michael Krohn-Dehli,0
267,-4.518916940688995,3.600004298055422,2.8315107514916122,Loïc Perrin,0
268,-6.531593131500226,1.740001920479194,4.135207017513287,Lucas Biglia,0
269,11.280768451180732,-1.8044786503704673,5.247332162157621,Benoît Costil,1
270,-1.8002887866285595,5.573735739741121,2.190516613098399,Raúl Albiol,3
271,-4.420992379439548,-2.562872310305292,3.2956867878639358,Mario Gómez,4
272,-6.454901601955395,1.738631146043882,4.4134411755875655,Gabi,0
273,10.66942102148402,-1.4740363041736535,6.196220833006171,Diego López,1
274,-6.964913414951562,-3.197394019761117,3.8140162016041805,Raffael,4
275,-6.634260021709561,-4.23907603253449,1.8808798687443418,Alejandro Gómez,4
276,-3.0301051740797385,4.924496772611454,2.82863588967275,Gonzalo Rodríguez,0
277,9.237206528798986,-2.452074520391876,5.9827293144163916,Vincent Enyeama,1
278,-6.201997367005577,-3.7840758201153784,3.5129291633836512,Kaká,4
279,-6.7125086977496355,1.8060655247412833,3.8504409064815195,Fernandinho,0
280,-6.665038831106385,-4.045653267241817,3.5098054893332447,David Villa,4
281,10.501657736773655,-1.4401525145444016,6.23048782508188,Victor Valdés,1
282,-0.086722510374284,6.1255122051986595,3.427168227947762,Per Mertesacker,3
283,-5.8022857623887845,3.2492961562379006,2.5074974647689148,Patrice Evra,0
284,-5.913824880846406,1.2210022751355871,5.734203285075944,Xabi Alonso,0
285,-5.095359003049372,2.7411597430036174,4.918323148793645,Michael Carrick,0
286,-5.280778698315373,-1.273161006957954,5.51529363052361,Andrea Pirlo,0
287,9.570323904760581,-1.8708497638402686,5.846269384161411,Casillas,1
288,-6.139659215092839,-4.993074332714172,0.9665375563679379,Ousmane Dembélé,4
289,-6.793091221516771,1.3341033006357932,3.2911746833635793,Corentin Tolisso,0
290,-6.76689699621724,-0.07093924422006642,2.985486736625772,Marcelo Brozović,0
291,-6.024953816146105,-3.695550526356073,1.961272779540745,Federico Bernardeschi,4
292,0.5167795030634293,5.456536130549703,1.3818615805118413,Niklas Süle,3
293,-6.625652934950015,-3.5412250295351986,1.2030673308200686,Domenico Berardi,4
294,-7.027137951877328,0.821736533975876,3.225510614565633,Morgan Sanson,0
295,-4.9645311062422115,-3.030657742438924,1.3948331836704817,Samu Castillejo,4
296,-5.89305157444074,1.0425669048449198,2.712248751656218,Adrien Rabiot,0
297,-6.831075968978012,1.0587708806940377,3.4440530804968708,Leon Goretzka,0
298,-6.480055197664371,-4.392613479520206,1.9766994687464547,Quincy Promes,4
299,-5.244710558895792,-2.7851823235705795,2.589625527772086,Andrea Belotti,4
300,-5.316867213662919,2.0153655169540787,2.636375236316377,Jonas Hector,0
301,-6.592081095304118,-0.9677110866737458,1.3938908263924115,Mateo Kovačić,4
302,10.930498807151617,-2.253659201985014,4.3037518369340315,Sergio Rico,1
303,-6.404628462401846,-2.573545764062846,2.232083562243066,Oleg Shatov,4
304,-6.161922280036454,0.2008303222152907,2.3300407438913817,Jorginho,0
305,-5.927865018462479,-3.260110275797834,2.052148132280647,Florian Thauvin,4
306,-4.609796177847805,-3.913202840994536,1.937795741422624,Michy Batshuayi,4
307,-2.893439723972912,4.163558463187957,1.8410727438456547,Iñigo Martínez,0
308,-5.3668993135267575,-5.0284932296361,1.0472486061189563,Suso,4
309,-5.54024392795032,-5.059479540716387,1.5079262451870337,Deulofeu,4
310,-6.033874761067765,-4.125125309318914,1.069440455716391,Felipe Anderson,4
311,9.70499072670464,-1.7565678997246672,5.71797806101805,Jasper Cillessen,1
312,-7.069591037217727,-3.7935729768922246,2.6837572839820036,Wissam Ben Yedder,4
313,-6.411557681194264,-3.564865004622516,2.8394203009972983,Lucas Pérez,4
314,-5.852534608199636,-0.9786243370354704,2.8667516812769276,Ross Barkley,0
315,-5.589971757183285,-2.839715599512696,2.415869360984189,Cédric Bakambu,4
316,-4.193084158863834,3.096284352188257,2.173216938122377,Bartra,0
317,-6.687553562529911,-3.015706919852943,2.9190059998021947,André Schürrle,4
318,-7.393544161028223,-0.405421309472231,2.649120890596896,Roberto Pereyra,0
319,-5.336620194344127,2.030853238830304,1.95586707443864,Mario Gaspar,0
320,-5.941112479717239,-4.328155076327907,3.7271261266467803,Fabián Orellana,4
321,11.676904274521988,-1.7764091219211675,5.202243094679155,Lukáš Hrádecký,1
322,-5.437930593822483,3.0712191508204834,3.7197113825558805,Daley Blind,0
323,-6.107351099753441,1.2464950775154617,2.2270804173445247,De Marcos,0
324,-5.25981780954753,-2.327556880076079,3.1005795587876643,Wilfried Bony,4
325,-4.5338663800615295,2.171580228545361,3.0475163009429442,Iturraspe,0
326,-6.166128860611857,-0.44865205658352897,3.4587092464017966,Parejo,0
327,-4.018183577509642,-2.4566977398589236,2.296848294109726,Salomón Rondón,4
328,-3.275066164666237,3.9198469360151478,3.0044960072303204,Daniel Carriço,0
329,-3.1115508176441224,-1.3495648777746934,3.142726234626964,Bas Dost,4
330,-5.649808362599605,2.505489444027086,3.239529725004984,James McCarthy,0
331,-4.6587769044308915,3.522197934591415,3.8555514899925347,Camacho,0
332,-6.181447134140891,1.2903977390705728,3.456559541049761,Paulinho,0
333,-6.543772397389155,0.21849838050748366,3.3611197113682327,Alan Dzagoev,0
334,-4.91547599058659,2.032489568404087,1.6889963479907948,Igor Smolnikov,0
335,-7.009440054935128,-0.9894472101724592,3.7225247253657368,Lars Stindl,0
336,-5.585760876042861,-3.5664646819263113,1.9636450157934495,Mario Balotelli,4
337,10.685449675150904,-1.918119134825573,5.099961309753679,Wojciech Szczęsny,1
338,-5.069967325488374,-2.2845622541990562,3.3667781606084715,Nikola Kalinić,4
339,-3.6748620369068394,2.7538856155266513,2.9584127476036644,Mikel San José,0
340,-4.710274719549669,-2.433626049489596,2.521831735061015,Christian Benteke,4
341,-6.85786236219298,1.4617881492844658,4.0616814293500525,Marco Parolo,0
342,-3.4680901898296708,4.241395721639,3.1734406331891436,Ljubomir Fejsa,0
343,-4.650392834932644,3.891042315299982,1.7192378557830854,Martín Cáceres,0
344,-7.014063381148373,-0.2860387547471408,3.3185655589866934,Georginio Wijnaldum,0
345,0.0852105885826982,5.687638201938341,2.8112742218267033,Federico Fazio,3
346,-2.5149871213174877,4.93063308514639,2.231961300334361,Simon Kjær,3
347,-5.047978958931838,-2.8493665108224167,2.503788657418792,Loïc Rémy,4
348,-7.057722020334241,0.7126485599540882,3.1560964036242685,Miguel Layún,0
349,10.401585722165626,-1.1172393554602973,5.277926952608184,Adán,1
350,-6.2561669795306525,1.3843741228697497,2.5130980145876882,Benoît Trémoulinas,0
351,-3.4480622631780817,4.365362930374389,2.981973491509132,Sven Bender,0
352,-5.820170768236001,-4.304476833170578,1.6275018771618825,Mathieu Valbuena,4
353,-5.49765060984115,-5.4543359483626785,1.8484104892654458,Bojan,4
354,-5.619903601234211,0.6278371919015965,3.120511298057936,Augusto Fernández,0
